City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,Micco,27.8806,-80.5003,82.02,79,100,1.01,US,2021-06-07 01:39:26
276,Aswan,24.0934,32.907,80.15,19,0,12.28,EG,2021-06-07 01:39:26
277,Cam Ranh,11.9214,109.1591,91.36,52,20,4.0,VN,2021-06-07 01:39:27
278,Sept-Iles,50.2001,-66.3821,51.06,80,40,1.99,CA,2021-06-07 01:39:27
279,Myanaung,18.2833,95.3167,89.17,56,97,3.85,MM,2021-06-07 01:39:27
280,Escanaba,45.7453,-87.0646,80.67,77,1,9.22,US,2021-06-07 01:36:52
281,Kamina,-8.7386,24.9906,58.73,76,6,3.8,CD,2021-06-07 01:39:28
282,Micheweni,-4.9667,39.8333,77.63,77,45,16.69,TZ,2021-06-07 01:39:28
283,Souillac,-20.5167,57.5167,73.78,83,40,14.52,MU,2021-06-07 01:39:28
284,Alyangula,-13.8483,136.4192,80.47,65,39,8.84,AU,2021-06-07 01:39:29
285,Kutum,14.2,24.6667,75.09,19,15,4.0,SD,2021-06-07 01:39:29
286,Mackay,-21.15,149.2,75.04,64,90,12.66,AU,2021-06-07 01:39:29
287,Hlotse,-28.8718,28.045,36.55,76,0,3.38,LS,2021-06-07 01:39:30
288,Palmer,42.1584,-72.3287,79.41,73,64,5.46,US,2021-06-07 01:39:30
289,Newport,51.5877,-2.9984,58.44,88,24,5.03,GB,2021-06-07 01:39:30
290,Husavik,66.0449,-17.3389,48.11,73,38,6.67,IS,2021-06-07 01:39:30
291,Porto Murtinho,-21.6989,-57.8825,69.67,92,65,4.38,BR,2021-06-07 01:39:31
292,Kaeo,-35.1,173.7833,62.33,97,100,10.2,NZ,2021-06-07 01:39:31
293,Anadyr,64.75,177.4833,45.1,61,40,7.72,RU,2021-06-07 01:39:31
294,Hasaki,35.7333,140.8333,73.8,79,100,2.13,JP,2021-06-07 01:39:32
295,Imeni Poliny Osipenko,52.4201,136.4853,61.59,57,84,5.64,RU,2021-06-07 01:39:32
296,Santiago Del Estero,-27.7951,-64.2615,59.45,74,78,4.7,AR,2021-06-07 01:39:09
297,Katherine,-14.4667,132.2667,80.92,50,90,7.85,AU,2021-06-07 01:39:32
298,Iranshahr,27.2025,60.6848,89.06,47,0,0.78,IR,2021-06-07 01:39:33
299,Nenjiang,49.1833,125.2167,71.04,49,57,9.33,CN,2021-06-07 01:39:33
300,Kaabong,3.4836,34.1492,64.49,61,47,9.64,UG,2021-06-07 01:39:33
301,Pagudpud,18.5616,120.7868,87.76,63,100,5.66,PH,2021-06-07 01:39:34
302,Kaitangata,-46.2817,169.8464,55.92,65,1,7.78,NZ,2021-06-07 01:39:34
303,Takoradi,4.8845,-1.7554,79.07,84,31,8.01,GH,2021-06-07 01:39:34
304,Pavlovsk,50.4578,40.1081,53.4,95,78,4.94,RU,2021-06-07 01:39:34
305,Nogliki,51.8333,143.1667,41.47,92,100,17.13,RU,2021-06-07 01:39:35
306,Shelburne,44.0787,-80.2041,78.69,70,37,8.37,CA,2021-06-07 01:39:35
307,Tianpeng,30.9866,103.9393,76.64,46,100,2.66,CN,2021-06-07 01:39:35
308,Brae,60.3964,-1.353,44.51,82,93,2.59,GB,2021-06-07 01:39:36
309,Burgeo,47.6167,-57.6152,48.69,85,50,10.58,CA,2021-06-07 01:39:36
310,Galle,6.0367,80.217,81.21,82,100,10.74,LK,2021-06-07 01:35:48
311,Ostrovnoy,68.0531,39.5131,38.53,81,19,6.4,RU,2021-06-07 01:39:37
312,Mochalishche,56.3306,48.3547,61.57,86,9,1.74,RU,2021-06-07 01:39:37
313,Kulhudhuffushi,6.6221,73.07,82.18,78,94,14.5,MV,2021-06-07 01:39:37
314,Ciudad Bolivar,8.1222,-63.5497,78.31,77,32,13.38,VE,2021-06-07 01:39:38
315,Athabasca,54.7169,-113.2854,66.02,55,32,6.58,CA,2021-06-07 01:39:38
316,Pangnirtung,66.1451,-65.7125,27.18,92,92,3.8,CA,2021-06-07 01:39:38
317,Inyonga,-6.7167,32.0667,58.62,83,6,5.48,TZ,2021-06-07 01:39:39
318,Bolotnoye,55.6717,84.3981,62.04,77,7,12.33,RU,2021-06-07 01:39:39
319,Kandrian,-6.2167,149.55,82.15,78,100,3.18,PG,2021-06-07 01:39:39
320,Ilyich,40.8464,68.5067,85.98,31,99,10.4,KZ,2021-06-07 01:39:40
321,Do Gonbadan,30.3586,50.7981,87.89,11,0,0.0,IR,2021-06-07 01:39:40
322,Vega De Alatorre,20.0333,-96.6333,82.18,83,56,10.74,MX,2021-06-07 01:39:40
323,Kysyl-Syr,63.8986,122.7617,46.76,83,100,11.34,RU,2021-06-07 01:39:41
324,Corrente,-3.7367,-43.3394,73.45,78,12,2.59,BR,2021-06-07 01:39:41
325,Marrakesh,31.6315,-8.0083,77.07,50,40,4.61,MA,2021-06-07 01:39:41
326,Touros,-5.1989,-35.4608,76.1,86,7,12.33,BR,2021-06-07 01:39:42
327,Codrington,-38.2667,141.9667,63.3,52,100,24.96,AU,2021-06-07 01:39:42
328,Kemi,65.8596,24.8228,49.77,62,0,4.92,FI,2021-06-07 01:39:42
329,Itarema,-2.9248,-39.9167,76.41,86,7,7.92,BR,2021-06-07 01:39:42
330,Cap Malheureux,-19.9842,57.6142,73.89,84,11,3.0,MU,2021-06-07 01:37:19
331,Oume,35.7839,139.2431,77.02,72,20,4.7,JP,2021-06-07 01:39:43
332,Airai,-8.9266,125.4092,70.97,50,97,2.98,TL,2021-06-07 01:39:43
333,Ansalta,42.6894,46.1178,50.31,92,72,2.19,RU,2021-06-07 01:39:43
334,Nizwa,22.9333,57.5333,83.75,57,5,3.44,OM,2021-06-07 01:39:44
335,Rucheng,32.3883,120.5553,90.0,26,100,10.27,CN,2021-06-07 01:39:44
336,Dongsheng,39.8161,109.9776,74.59,27,100,13.0,CN,2021-06-07 01:39:44
337,Ejido,8.5514,-71.2375,68.22,89,100,4.65,VE,2021-06-07 01:39:45
338,Asau,46.4333,26.4,54.95,78,39,5.08,RO,2021-06-07 01:39:45
339,Turukhansk,65.8167,87.9833,37.94,62,70,9.33,RU,2021-06-07 01:39:45
340,Kashiwazaki,37.3667,138.55,80.89,54,99,5.32,JP,2021-06-07 01:39:45
341,Akyab,20.15,92.9,83.26,81,100,7.94,MM,2021-06-07 01:39:46
342,Kushiro,42.975,144.3747,74.35,49,40,9.69,JP,2021-06-07 01:39:46
343,Seoul,37.5683,126.9778,72.36,66,75,6.96,KR,2021-06-07 01:35:14
344,Tazmalt,36.3868,4.3989,63.61,92,8,3.0,DZ,2021-06-07 01:39:46
345,Ardakan,32.31,54.0175,86.38,11,0,3.0,IR,2021-06-07 01:39:47
346,Amapa,1.0,-52.0,71.49,99,53,1.77,BR,2021-06-07 01:39:47
347,Marzuq,14.4,46.4667,78.82,39,49,5.23,YE,2021-06-07 01:39:47
348,Dharchula,29.85,80.5333,77.86,52,21,1.34,IN,2021-06-07 01:39:47
349,Narasannapeta,18.4167,84.05,88.39,65,65,11.81,IN,2021-06-07 01:39:48
350,Khuzhir,53.1939,107.3397,47.17,69,100,5.59,RU,2021-06-07 01:39:48
351,Verkhnyaya Inta,65.9811,60.3094,37.8,69,100,10.6,RU,2021-06-07 01:39:48
352,Yichang,30.7144,111.2847,88.07,60,98,3.67,CN,2021-06-07 01:39:49
353,Port Elizabeth,-33.918,25.5701,57.49,41,0,9.22,ZA,2021-06-07 01:39:49
354,Urmary,55.6789,47.944,60.78,84,8,3.4,RU,2021-06-07 01:39:49
355,Warmbad,-28.45,18.7333,55.96,39,0,23.0,NA,2021-06-07 01:39:50
356,Atar,20.5169,-13.0499,90.91,16,5,15.01,MR,2021-06-07 01:39:50
357,Parana,-31.732,-60.5238,52.57,73,6,7.96,AR,2021-06-07 01:39:50
358,Zaltan,32.947,11.8665,75.0,59,95,8.39,LY,2021-06-07 01:39:50
359,Tazovskiy,67.4667,78.7,35.15,76,86,9.51,RU,2021-06-07 01:39:51
360,Bandar,2.05,99.75,83.68,61,50,0.31,ID,2021-06-07 01:39:52
361,Neiafu,-18.65,-173.9833,83.08,69,75,8.05,TO,2021-06-07 01:39:53
362,Surt,31.2089,16.5887,73.11,40,0,10.71,LY,2021-06-07 01:39:53
363,Hofn,64.2539,-15.2082,47.46,96,100,17.13,IS,2021-06-07 01:39:53
364,Morondava,-20.2833,44.2833,71.26,54,6,14.12,MG,2021-06-07 01:39:54
365,Prince Rupert,54.3161,-130.3201,53.69,79,75,6.91,CA,2021-06-07 01:39:02
366,Kulunda,52.566,78.9385,68.09,38,4,1.92,RU,2021-06-07 01:39:54
367,Harlingen,26.1906,-97.6961,86.34,70,1,14.97,US,2021-06-07 01:37:41
368,Dera Bugti,29.0307,69.151,88.77,48,0,4.7,PK,2021-06-07 01:39:55
369,Inuvik,68.3499,-133.7218,48.96,48,20,10.36,CA,2021-06-07 01:39:55
370,Sola,-13.8833,167.55,80.51,73,49,13.8,VU,2021-06-07 01:39:55
371,Pangai,-19.8,-174.35,82.51,61,75,8.05,TO,2021-06-07 01:39:56
372,Fairbanks,64.8378,-147.7164,66.54,51,20,11.5,US,2021-06-07 01:35:31
373,Kokkola,63.8385,23.1307,55.92,99,20,2.59,FI,2021-06-07 01:39:56
374,Soltepec,19.1167,-97.7,61.38,67,100,2.57,MX,2021-06-07 01:39:56
375,Ndago,-4.6,34.35,59.38,72,28,12.15,TZ,2021-06-07 01:39:57
376,Qasigiannguit,68.8193,-51.1922,37.65,86,57,3.87,GL,2021-06-07 01:39:57
377,Chilmari,25.5559,89.6715,81.41,80,46,13.51,BD,2021-06-07 01:39:58
378,Tiznit,29.5833,-9.5,67.96,67,85,2.51,MA,2021-06-07 01:39:58
379,Kalemie,-5.9475,29.1947,72.3,76,32,13.06,CD,2021-06-07 01:39:58
380,Hailar,49.2,119.7,75.11,33,0,8.84,CN,2021-06-07 01:39:58
381,Vieira De Leiria,39.8695,-8.9324,61.3,88,90,10.36,PT,2021-06-07 01:39:59
382,Westport,41.1415,-73.3579,83.17,71,1,6.44,US,2021-06-07 01:39:59
383,College,64.8569,-147.8028,66.52,51,75,10.36,US,2021-06-07 01:39:59
384,La Paz,-16.5,-68.15,46.38,31,1,5.75,BO,2021-06-07 01:37:43
385,Kachiry,53.0675,76.1036,68.7,32,6,3.02,KZ,2021-06-07 01:40:00
386,Lasa,46.6166,10.7002,59.88,94,100,0.96,IT,2021-06-07 01:40:00
387,Sorsk,54.0033,90.2467,56.19,79,71,6.33,RU,2021-06-07 01:40:01
388,Coihaique,-45.5752,-72.0662,42.75,87,90,6.91,CL,2021-06-07 01:39:02
389,San Andres,12.5847,-81.7006,84.22,79,20,13.8,CO,2021-06-07 01:40:01
390,Doka,13.5167,35.7667,82.62,55,100,15.14,SD,2021-06-07 01:40:03
391,Belmonte,-15.8631,-38.8828,73.9,88,36,5.5,BR,2021-06-07 01:40:04
392,Varena,54.2167,24.5667,57.85,96,13,5.61,LT,2021-06-07 01:40:04
393,Leshukonskoye,64.8989,45.7622,39.56,59,7,7.43,RU,2021-06-07 01:40:05
394,Cockburn Town,21.4612,-71.1419,79.84,79,8,21.34,TC,2021-06-07 01:36:27
395,Atambua,-9.1061,124.8925,81.57,53,96,1.39,ID,2021-06-07 01:40:05
396,Anakapalle,17.6833,83.0167,84.15,62,35,9.71,IN,2021-06-07 01:40:05
397,Antofagasta,-23.65,-70.4,58.28,72,71,5.79,CL,2021-06-07 01:40:06
398,Mormugao,15.4,73.8,82.51,74,65,6.33,IN,2021-06-07 01:40:06
399,Buchanan,5.8808,-10.0467,75.16,88,94,6.73,LR,2021-06-07 01:40:06
400,Traverse City,44.7631,-85.6206,82.47,42,40,6.91,US,2021-06-07 01:40:07
401,Pevek,69.7008,170.3133,49.37,60,4,12.41,RU,2021-06-07 01:40:07
402,Aketi,2.7388,23.7833,68.86,100,95,0.22,CD,2021-06-07 01:40:08
403,Kemijarvi,66.7131,27.4306,48.94,55,0,5.1,FI,2021-06-07 01:40:08
404,Olafsvik,64.8945,-23.7142,46.58,88,100,2.33,IS,2021-06-07 01:40:08
405,Tumsar,21.3833,79.7333,90.82,48,16,7.61,IN,2021-06-07 01:40:09
406,Talcahuano,-36.7167,-73.1167,44.28,93,100,3.44,CL,2021-06-07 01:40:09
407,Saravan,39.7196,45.6483,54.25,66,0,4.41,AM,2021-06-07 01:40:10
408,Divnomorskoye,44.5011,38.1353,59.52,86,100,7.85,RU,2021-06-07 01:40:10
409,Semporna,4.4818,118.6112,84.4,87,100,4.94,MY,2021-06-07 01:40:10
410,Lensk,60.7253,114.9278,56.25,29,3,14.88,RU,2021-06-07 01:40:11
411,Jaque,7.5175,-78.1703,79.07,89,100,4.43,PA,2021-06-07 01:40:11
412,Bangangte,5.1409,10.5198,61.63,99,100,2.24,CM,2021-06-07 01:40:11
413,Lewiston,44.1003,-70.2148,82.58,68,1,9.22,US,2021-06-07 01:40:12
414,Shuangcheng,45.35,126.2833,71.28,51,0,2.46,CN,2021-06-07 01:40:12
415,Bhum,18.4667,75.6667,76.33,77,100,10.63,IN,2021-06-07 01:40:12
416,Zomba,-15.386,35.3188,54.43,92,94,5.23,MW,2021-06-07 01:40:13
417,Whitianga,-36.8333,175.7,59.02,88,100,20.71,NZ,2021-06-07 01:40:13
418,Okha,53.5739,142.9478,38.07,95,100,12.68,RU,2021-06-07 01:40:13
419,Liverpool,53.4106,-2.9779,59.14,75,98,0.92,GB,2021-06-07 01:35:45
420,Venustiano Carranza,19.43,-99.0992,73.38,33,75,4.0,MX,2021-06-07 01:39:52
421,Poum,-20.2333,164.0167,73.63,59,98,16.26,NC,2021-06-07 01:40:14
422,San Jose,37.3394,-121.895,76.71,38,20,8.99,US,2021-06-07 01:35:42
423,Belaya Gora,68.5333,146.4167,48.15,54,46,3.09,RU,2021-06-07 01:40:14
424,Zwedru,6.0667,-8.1281,72.25,99,75,1.39,LR,2021-06-07 01:40:14
425,Pangkalanbuun,-2.6833,111.6167,86.29,64,56,4.38,ID,2021-06-07 01:40:15
426,Hudiksvall,61.729,17.1036,57.52,67,100,2.91,SE,2021-06-07 01:40:15
427,Ca Mau,9.1769,105.15,88.52,60,84,13.06,VN,2021-06-07 01:38:07
428,Idrinskoye,54.3708,92.1358,51.82,83,92,6.17,RU,2021-06-07 01:40:16
429,San Carlos De Bariloche,-41.1456,-71.3082,40.75,65,90,7.2,AR,2021-06-07 01:40:16
430,Biltine,14.5333,20.9167,86.67,17,100,6.29,TD,2021-06-07 01:40:16
431,Mango,27.9797,-82.3065,84.11,83,40,0.0,US,2021-06-07 01:40:16
432,Roblin,51.23,-101.3565,58.87,65,0,14.05,CA,2021-06-07 01:40:17
433,Ostersund,63.1792,14.6357,54.61,100,90,6.91,SE,2021-06-07 01:40:17
434,Huarmey,-10.0681,-78.1522,64.49,86,90,6.22,PE,2021-06-07 01:38:51
435,Honiara,-9.4333,159.95,86.34,67,22,7.54,SB,2021-06-07 01:40:18
436,Scarborough,54.2797,-0.4044,55.22,90,48,2.84,GB,2021-06-07 01:40:18
437,Ballia,25.7557,84.1503,95.29,36,92,12.57,IN,2021-06-07 01:40:18
438,Sibolga,1.7427,98.7792,82.96,65,12,0.2,ID,2021-06-07 01:40:19
439,Romitan,39.9343,64.3814,82.35,39,0,14.34,UZ,2021-06-07 01:40:19
440,Muscatine,41.4667,-91.1335,82.56,61,1,6.87,US,2021-06-07 01:39:56
441,Klaksvik,62.2266,-6.589,49.12,96,100,5.64,FO,2021-06-07 01:40:19
442,Wanaka,-44.7,169.15,49.46,77,18,2.21,NZ,2021-06-07 01:39:31
443,Aksarka,66.5606,67.7975,39.47,52,4,4.99,RU,2021-06-07 01:40:20
444,Quebec,46.8123,-71.2145,74.39,69,75,1.14,CA,2021-06-07 01:36:50
445,Mildura,-34.2,142.15,62.08,51,40,14.97,AU,2021-06-07 01:40:20
446,Teahupoo,-17.8333,-149.2667,78.76,70,6,8.95,PF,2021-06-07 01:40:21
447,Buin,-33.7333,-70.75,60.73,56,100,2.24,CL,2021-06-07 01:40:21
448,Lewisporte,49.2499,-55.0482,44.13,83,100,2.59,CA,2021-06-07 01:40:21
449,Randfontein,-26.1844,27.702,45.7,86,0,6.67,ZA,2021-06-07 01:40:22
450,Yamada,39.4667,141.95,74.89,52,100,3.27,JP,2021-06-07 01:40:22
451,Norman Wells,65.282,-126.8329,53.64,58,75,4.61,CA,2021-06-07 01:40:22
452,Bowen,-20.0167,148.2333,71.82,71,99,14.25,AU,2021-06-07 01:40:23
453,Hay River,60.8156,-115.7999,48.18,61,75,5.75,CA,2021-06-07 01:39:59
454,Gamba,-2.65,10.0,74.86,96,100,5.84,GA,2021-06-07 01:40:23
455,Linjiang,41.8069,126.9078,71.96,44,0,3.09,CN,2021-06-07 01:40:23
456,Turtas,58.9417,69.1325,61.74,83,49,1.57,RU,2021-06-07 01:40:24
457,Santiago,-33.4569,-70.6483,59.85,60,90,2.3,CL,2021-06-07 01:37:52
458,Omboue,-1.5746,9.2618,75.49,96,100,5.77,GA,2021-06-07 01:40:24
459,Okhotsk,59.3833,143.3,48.02,76,100,7.25,RU,2021-06-07 01:40:25
460,Egvekinot,66.3167,-179.1667,41.49,52,3,0.94,RU,2021-06-07 01:40:25
461,Geraldton,-28.7667,114.6,60.13,72,100,16.71,AU,2021-06-07 01:40:25
462,Rengo,-34.4167,-70.8667,49.03,57,100,2.51,CL,2021-06-07 01:38:30
463,Mayor Pablo Lagerenza,-19.9309,-60.7718,64.49,89,81,5.1,PY,2021-06-07 01:40:26
464,Los Llanos De Aridane,28.6585,-17.9182,64.15,83,75,13.94,ES,2021-06-07 01:40:26
465,Balkanabat,39.5108,54.3671,72.36,60,0,5.99,TM,2021-06-07 01:40:27
466,Teguise,29.0605,-13.564,64.62,77,90,13.65,ES,2021-06-07 01:40:27
467,Acarau,-2.8856,-40.12,76.96,85,7,8.32,BR,2021-06-07 01:40:27
468,Rafai,4.95,23.9167,67.48,99,100,1.21,CF,2021-06-07 01:40:27
469,Shumskiy,54.8318,99.1328,62.29,39,37,6.6,RU,2021-06-07 01:40:28
470,Aberdeen,57.1437,-2.0981,50.83,96,75,2.3,GB,2021-06-07 01:36:34
471,Cidreira,-30.1811,-50.2056,62.67,77,100,11.54,BR,2021-06-07 01:40:28
472,Tahta,26.7693,31.5021,77.32,41,67,11.54,EG,2021-06-07 01:40:28
473,Hope,33.6671,-93.5916,77.29,69,33,3.74,US,2021-06-07 01:40:29
474,Samarai,-10.6167,150.6667,77.36,91,100,15.32,PG,2021-06-07 01:40:29
475,Agua Dulce,18.1333,-94.1333,82.4,82,29,8.46,MX,2021-06-07 01:40:29
476,Abingdon,51.6711,-1.2828,60.55,90,75,3.67,GB,2021-06-07 01:40:30
477,Aktau,43.65,51.2,64.98,72,12,8.19,KZ,2021-06-07 01:40:30
478,Lompoc,34.6391,-120.4579,68.14,77,90,10.0,US,2021-06-07 01:40:30
479,Rock Sound,24.9,-76.2,78.69,81,77,19.28,BS,2021-06-07 01:40:30
480,Bereda,43.2686,-7.5406,53.91,98,76,3.69,ES,2021-06-07 01:40:31
481,Ayan,56.45,138.1667,42.26,89,96,4.32,RU,2021-06-07 01:40:31
482,Mount Isa,-20.7333,139.5,71.37,37,0,8.05,AU,2021-06-07 01:40:31
483,Coahuayana,18.7333,-103.6833,80.65,74,66,2.89,MX,2021-06-07 01:40:32
484,Khani,41.9563,42.9566,40.57,93,5,3.8,GE,2021-06-07 01:40:32
485,Moose Factory,51.2585,-80.6094,77.0,73,20,9.22,CA,2021-06-07 01:40:32
486,Adrar,20.5022,-10.0711,90.19,12,0,17.25,MR,2021-06-07 01:40:33
487,Korbach,51.2756,8.873,58.42,98,100,3.8,DE,2021-06-07 01:40:33
488,Cassilandia,-19.1133,-51.7342,69.85,49,1,3.04,BR,2021-06-07 01:40:33
489,Karratha,-20.7377,116.8463,80.58,36,26,18.14,AU,2021-06-07 01:40:33
490,Birin,26.8865,88.0718,69.15,76,1,3.38,NP,2021-06-07 01:40:34
491,Mitsamiouli,-11.3847,43.2844,78.19,70,9,14.88,KM,2021-06-07 01:37:20
492,Chokwe,-24.5333,32.9833,58.39,92,7,4.76,MZ,2021-06-07 01:40:34
493,Liangxiang,39.7319,116.14,78.71,31,100,9.46,CN,2021-06-07 01:40:34
494,Oskemen,49.9565,82.6119,57.16,77,0,2.98,KZ,2021-06-07 01:40:35
495,Broome,42.2506,-75.833,78.66,67,84,3.67,US,2021-06-07 01:39:18
496,Montoro,38.0241,-4.3834,75.47,45,0,1.48,ES,2021-06-07 01:40:35
497,The Valley,18.217,-63.0578,80.46,76,100,19.37,AI,2021-06-07 01:40:36
498,Dombarovskiy,50.7587,59.5386,63.36,42,100,8.37,RU,2021-06-07 01:40:36
499,Moa,20.6569,-74.9403,79.05,81,20,15.14,CU,2021-06-07 01:40:36
500,Inverell,-29.7833,151.1167,62.11,51,59,4.0,AU,2021-06-07 01:40:37
501,Linxia,35.6003,103.2064,67.95,45,66,1.79,CN,2021-06-07 01:40:37
502,Altamira,-3.2033,-52.2064,75.34,88,100,2.26,BR,2021-06-07 01:40:37
503,Wajir,1.7471,40.0573,73.85,74,46,15.41,KE,2021-06-07 01:40:38
504,Banda Aceh,5.5577,95.3222,82.9,68,100,10.09,ID,2021-06-07 01:40:38
505,Luena,-11.7833,19.9167,50.4,71,60,4.07,AO,2021-06-07 01:40:38
506,Villazon,-22.0866,-65.5942,41.47,12,76,9.84,BO,2021-06-07 01:40:39
507,Mineiros,-17.5694,-52.5511,66.81,58,28,4.32,BR,2021-06-07 01:40:39
508,Roald,62.5833,6.1333,53.91,87,90,2.3,NO,2021-06-07 01:40:39
509,Maningrida,-12.0667,134.2667,84.02,56,5,8.79,AU,2021-06-07 01:40:40
510,Taoudenni,22.6783,-3.9836,98.78,9,57,5.79,ML,2021-06-07 01:40:40
511,Tocopilla,-22.092,-70.1979,63.9,68,100,7.49,CL,2021-06-07 01:37:48
512,Yabelo,4.8833,38.0833,56.46,80,51,6.71,ET,2021-06-07 01:40:40
513,Tezu,27.9167,96.1667,76.66,91,94,0.4,IN,2021-06-07 01:40:40
514,Mana,5.6592,-53.7767,75.72,88,100,1.81,GF,2021-06-07 01:40:41
515,Berlevag,70.8578,29.0864,40.33,67,1,2.55,NO,2021-06-07 01:40:41
516,Gorontalo,0.5412,123.0595,87.3,61,45,2.93,ID,2021-06-07 01:40:41
517,Sur,22.5667,59.5289,82.62,78,0,12.28,OM,2021-06-07 01:39:37
518,Santa Vitoria Do Palmar,-33.5189,-53.3681,50.7,78,8,6.62,BR,2021-06-07 01:40:42
519,Saint Anthony,45.0205,-93.218,89.62,46,1,4.0,US,2021-06-07 01:40:42
520,Tvedestrand,58.622,8.9315,60.33,89,98,1.61,NO,2021-06-07 01:40:43
521,Nemuro,43.3236,145.575,68.43,83,39,3.2,JP,2021-06-07 01:40:43
522,Auki,-8.7676,160.7034,84.94,67,15,3.27,SB,2021-06-07 01:40:43
523,Santa Clara,22.4,-79.9667,78.46,83,20,9.91,CU,2021-06-07 01:40:43
524,Jishou,28.3167,109.7167,85.78,64,22,1.74,CN,2021-06-07 01:40:44
525,Luau,-10.7073,22.2247,55.24,69,57,4.79,AO,2021-06-07 01:40:44
526,Clarence Town,-32.5833,151.7833,65.8,51,86,3.09,AU,2021-06-07 01:40:44
527,Seymchan,62.8833,152.4333,54.61,68,100,5.19,RU,2021-06-07 01:40:45
528,Flinders,-34.5833,150.8552,68.05,63,99,1.99,AU,2021-06-07 01:40:45
529,Aleppo,36.25,37.5,64.76,64,0,9.31,SY,2021-06-07 01:37:45
530,Sumbe,-11.2061,13.8437,73.38,86,6,6.8,AO,2021-06-07 01:40:45
531,Bambui,-20.0064,-45.9769,63.64,73,98,2.68,BR,2021-06-07 01:40:46
532,Huilong,31.8111,121.655,83.98,50,100,11.86,CN,2021-06-07 01:40:46
533,Rangia,26.4667,91.6333,71.55,89,98,10.33,IN,2021-06-07 01:40:46
534,Kaka,37.3482,59.6143,79.83,38,0,9.13,TM,2021-06-07 01:40:47
535,Sovetskaya Gavan,48.9723,140.2878,51.44,75,79,6.93,RU,2021-06-07 01:40:47
536,Yaan,7.3833,8.5667,73.63,93,100,3.74,NG,2021-06-07 01:40:47
537,Dingle,10.9995,122.6711,84.56,67,100,4.29,PH,2021-06-07 01:40:47
538,Massakory,12.996,15.7293,87.98,46,56,10.58,TD,2021-06-07 01:40:48
539,Kieta,-6.2167,155.6333,85.26,70,13,5.68,PG,2021-06-07 01:40:48
540,Hihya,30.6713,31.588,68.88,80,0,4.72,EG,2021-06-07 01:40:49
541,Kontagora,10.3999,5.4695,73.98,89,73,4.56,NG,2021-06-07 01:40:49
542,Gravdal,68.1214,13.5031,50.79,89,100,9.26,NO,2021-06-07 01:40:49
543,Speightstown,13.25,-59.65,81.21,79,72,20.54,BB,2021-06-07 01:40:50
544,Cartagena,10.3997,-75.5144,82.02,89,40,6.91,CO,2021-06-07 01:40:50
545,Lagdo,9.05,13.7333,77.86,75,100,2.55,CM,2021-06-07 01:40:50
546,Beyla,8.6833,-8.6333,68.85,95,19,3.4,GN,2021-06-07 01:40:51
547,Pauini,-7.7136,-66.9764,72.18,99,91,0.89,BR,2021-06-07 01:40:51
548,Pout,14.7739,-17.0603,74.16,78,1,10.31,SN,2021-06-07 01:40:51
549,Moussoro,13.6408,16.4901,88.59,34,49,6.06,TD,2021-06-07 01:40:52
550,Ozernovskiy,51.5,156.5167,45.59,91,100,0.27,RU,2021-06-07 01:40:52
551,Ancud,-41.8697,-73.8203,52.23,87,100,16.26,CL,2021-06-07 01:40:52
